pfamA_acc	clan_acc	clan_id	pfamA_id	description
PF16381	CL0545	APCOP-app_sub	Coatomer_g_Cpla	Coatomer subunit gamma-1 C-terminal appendage platform
PF16383	NULL	NULL	DUF4992	Domain of unknown function
PF16385	NULL	NULL	DUF4994	Domain of unknown function
PF16386	NULL	NULL	DUF4995	Domain of unknown function
PF16387	NULL	NULL	DUF4996	Domain of unknown function
PF16389	CL0159	E-set	DUF4998	Domain of unknown function
PF16390	CL0594	DUF1735	DUF4999	Domain of unknown function
PF16391	CL0202	GBD	DUF5000	Domain of unknown function
PF16392	CL0159	E-set	DUF5001	Ig-like domain
PF16394	NULL	NULL	DUF5003	Domain of unknown function (DUF5003)
PF16395	CL0116	Calycin	DUF5004	Domain of unknown function (DUF5004)
PF16396	CL0143	B_Fructosidase	DUF5005	Domain of unknown function (DUF5005)
PF16397	NULL	NULL	DUF5006	Domain of unknown function (DUF5006)
PF16398	NULL	NULL	DUF5007	Domain of unknown function (DUF5007)
PF16399	CL0020	TPR	Aquarius_N	Intron-binding protein aquarius N-terminus
PF16400	CL0159	E-set	DUF5008	Domain of unknown function (DUF5008)
PF16401	CL0316	Acyl_transf_3	DUF5009	Domain of unknown function (DUF5009)
PF16402	CL0058	Glyco_hydro_tim	DUF5010	Domain of unknown function (DUF5010)
PF16403	CL0159	E-set	DUF5011	Domain of unknown function (DUF5011)
PF16404	NULL	NULL	DUF5012	Domain of unknown function (DUF5012)
PF16405	NULL	NULL	DUF5013	Domain of unknown function (DUF5013)
PF16406	NULL	NULL	DUF5014	Domain of unknown function (DUF5014)
PF16407	CL0159	E-set	PKD_2	PKD-like family
PF16408	NULL	NULL	DUF5016	Domain of unknown function (DUF5016)
PF16409	NULL	NULL	DUF5017	Domain of unknown function (DUF5017)
PF16410	NULL	NULL	DUF5018	Domain of unknown function (DUF5018)
PF16411	NULL	NULL	SusF_SusE	Outer membrane protein SusF_SusE
PF16412	CL0193	MBB	DUF5020	Domain of unknown function (DUF5020)
PF16413	NULL	NULL	Mlh1_C	DNA mismatch repair protein Mlh1 C-terminus
PF16414	CL0644	Fz	NPC1_N	Niemann-Pick C1 N terminus
PF16415	CL0020	TPR	CNOT1_CAF1_bind	CCR4-NOT transcription complex subunit 1 CAF1-binding domain
PF16416	CL0020	TPR	GUN4_N	ARM-like repeat domain, GUN4-N terminal
PF16417	CL0020	TPR	CNOT1_TTP_bind	CCR4-NOT transcription complex subunit 1 TTP binding domain
PF16418	NULL	NULL	CNOT1_HEAT	CCR4-NOT transcription complex subunit 1 HEAT repeat
PF16419	CL0020	TPR	CNOT1_HEAT_N	CCR4-NOT transcription complex subunit 1 HEAT repeat
PF16420	NULL	NULL	ATG7_N	Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
PF16421	NULL	NULL	E2F_CC-MB	E2F transcription factor CC-MB domain
PF16422	NULL	NULL	COE1_DBD	Transcription factor COE1 DNA-binding domain
PF16423	NULL	NULL	COE1_HLH	Transcription factor COE1 helix-loop-helix domain
PF16424	NULL	NULL	DUF5021	Domain of unknown function (DUF5021)
PF16425	NULL	NULL	DUF5022	Domain of unknown function (DUF5022)
PF16426	NULL	NULL	DUF5023	Domain of unknown function (DUF5023)
PF16427	NULL	NULL	DUF5024	Domain of unknown function (DUF5024)
PF16428	NULL	NULL	DUF5025	Domain of unknown function (DUF5025)
PF16429	NULL	NULL	DUF5026	Domain of unknown function (DUF5026)
PF16430	NULL	NULL	DUF5027	Domain of unknown function (DUF5027)
PF16431	NULL	NULL	DUF5028	Domain of unknown function (DUF5028)
PF16432	NULL	NULL	DUF5029	Domain of unknown function (DUF5029)
PF16433	NULL	NULL	DUF5030	Domain of unknown function (DUF5030)
PF16434	NULL	NULL	DUF5031	Domain of unknown function (DUF5031)
PF16435	NULL	NULL	DUF5032	Domain of unknown function (DUF5032)
PF16436	NULL	NULL	DUF5033	Domain of unknown function (DUF5033)
PF16437	NULL	NULL	DUF5034	Domain of unknown function (DUF5034)
PF16438	NULL	NULL	DUF5035	Domain of unknown function (DUF5035)
PF16439	NULL	NULL	DUF5036	Domain of unknown function (DUF5036)
PF16440	NULL	NULL	DUF5037	Domain of unknown function (DUF5037)
PF16441	NULL	NULL	DUF5038	Domain of unknown function (DUF5038)
PF16442	NULL	NULL	DUF5039	Domain of unknown function (DUF5039)
PF16443	NULL	NULL	DUF5040	Domain of unknown function (DUF5040)
PF16444	NULL	NULL	DUF5041	Domain of unknown function (DUF5041)
PF16445	NULL	NULL	DUF5042	Domain of unknown function (DUF5042)
PF16446	NULL	NULL	DUF5043	Domain of unknown function (DUF5043)
PF16447	NULL	NULL	DUF5044	Domain of unknown function (DUF5044)
PF16448	NULL	NULL	LapD_MoxY_N	LapD/MoxY periplasmic domain
PF16449	NULL	NULL	MatB	Fimbrillin MatB
PF16450	CL0021	OB	Prot_ATP_ID_OB	Proteasomal ATPase OB C-terminal domain
PF16451	CL0004	Concanavalin	bCoV_S1_N	Betacoronavirus-like spike glycoprotein S1, N-terminal
PF16452	CL0299	Peptidase_SF	Phage_CI_C	Bacteriophage CI repressor C-terminal domain
PF16453	CL0266	PH	IQ_SEC7_PH	PH domain
PF16454	NULL	NULL	PI3K_P85_iSH2	Phosphatidylinositol 3-kinase regulatory subunit P85 inter-SH2 domain
PF16455	NULL	NULL	UBD	Ubiquitin-binding domain
PF16456	NULL	NULL	YmgD	YmgD protein
PF16457	CL0266	PH	PH_12	Pleckstrin homology domain
PF16458	CL0568	Man_lectin	Beta-prism_lec	Beta-prism lectin
PF16459	CL0567	Phage_TACs	Phage_TAC_13	Phage tail assembly chaperone, TAC
PF16460	CL0569	Phage_TTPs	Phage_TTP_11	Phage tail tube, TTP, lambda-like
PF16461	CL0569	Phage_TTPs	Phage_TTP_12	Lambda phage tail tube protein, TTP
PF16462	CL0567	Phage_TACs	Phage_TAC_14	Phage tail assembly chaperone protein, TAC
PF16463	CL0569	Phage_TTPs	Phage_TTP_13	Phage tail tube protein family
PF16464	NULL	NULL	DUF5045	Domain of unknown function (DUF5045)
PF16465	CL0186	Beta_propeller	DUF5046	Domain of unknown function (DUF5046)
PF16466	NULL	NULL	DUF5047	Domain of unknown function (DUF5047)
PF16467	NULL	NULL	DUF5048	Domain of unknown function (DUF5048)
PF16468	NULL	NULL	DUF5049	Domain of unknown function (DUF5049)
PF16469	NULL	NULL	NPA	Nematode polyprotein allergen ABA-1
PF16470	CL0570	PPP-I	S8_pro-domain	Peptidase S8 pro-domain
PF16471	NULL	NULL	JIP_LZII	JNK-interacting protein leucine zipper II
PF16472	CL0186	Beta_propeller	DUF5050	Domain of unknown function (DUF5050)
PF16473	CL0219	RNase_H	Rv2179c-like	3'-5' exoribonuclease Rv2179c-like domain
PF16474	CL0016	PKinase	KIND	Kinase non-catalytic C-lobe domain
PF16475	NULL	NULL	DUF5052	Domain of unknown function (DUF5052)
PF16476	NULL	NULL	DUF5053	Domain of unknown function (DUF5053)
PF16477	CL0103	Gal_mutarotase	DUF5054	Domain of unknown function (DUF5054)
PF16478	NULL	NULL	DUF5055	Domain of unknown function (DUF5055)
PF16479	NULL	NULL	DUF5056	Domain of unknown function (DUF5056)
PF16480	NULL	NULL	DUF5057	Domain of unknown function (DUF5057)
PF16481	NULL	NULL	DUF5058	Domain of unknown function (DUF5058)
PF16482	CL0196	DSRM	Staufen_C	Staufen C-terminal domain
PF16483	NULL	NULL	Glyco_hydro_64	Beta-1,3-glucanase
PF16484	NULL	NULL	CPT_N	Carnitine O-palmitoyltransferase N-terminus
PF16485	NULL	NULL	PLN_propep	Protealysin propeptide
PF16486	NULL	NULL	ArgoN	N-terminal domain of argonaute
PF16487	NULL	NULL	ArgoMid	Mid domain of argonaute
PF16488	NULL	NULL	ArgoL2	Argonaute linker 2 domain 
PF16489	CL0661	Gain	GAIN	GPCR-Autoproteolysis INducing (GAIN) domain
PF16490	CL0139	GADPH_aa-bio_dh	Oxidoreduct_C	Putative oxidoreductase C terminal domain
PF16491	NULL	NULL	Peptidase_M48_N	CAAX prenyl protease N-terminal, five membrane helices
PF16492	NULL	NULL	Cadherin_C_2	Cadherin cytoplasmic C-terminal
PF16493	NULL	NULL	Meis_PKNOX_N	N-terminal of Homeobox Meis and PKNOX1
PF16494	NULL	NULL	Na_Ca_ex_C	C-terminal extension of sodium/calcium exchanger domain
PF16495	NULL	NULL	SWIRM-assoc_1	SWIRM-associated region 1
PF16496	NULL	NULL	SWIRM-assoc_2	SWIRM-associated domain at the N-terminal
PF16497	CL0343	MHC	MHC_I_3	MHC-I family domain
PF16498	NULL	NULL	SWIRM-assoc_3	SWIRM-associated domain at the C-terminal
PF16499	CL0058	Glyco_hydro_tim	Melibiase_2	Alpha galactosidase A
PF16500	NULL	NULL	Cyclin_N2	Cyclin-A N-terminal APC/C binding region
PF16501	NULL	NULL	SCAPER_N	S phase cyclin A-associated protein in the endoplasmic reticulum
PF16502	NULL	NULL	DUF5059	Domain of unknown function (DUF5059)
PF16503	NULL	NULL	zn-ribbon_14	Zinc-ribbon
PF16504	NULL	NULL	SP24	Putative virion membrane protein of plant and insect virus
PF16505	CL0571	30K_movement	Emaravirus_P4	P4 movement protein of Emaravirus, and the 30K superfamily
PF16506	NULL	NULL	DiSB-ORF2_chro	Putative virion glycoprotein of insect viruses
PF16507	NULL	NULL	BLM10_mid	Proteasome-substrate-size regulator, mid region
PF16508	CL0459	BRCT-like	NIBRIN_BRCT_II	Second BRCT domain on Nijmegen syndrome breakage protein
PF16509	CL0123	HTH	KORA	TrfB plasmid transcriptional repressor
PF16510	NULL	NULL	P22_portal	Phage P22-like portal protein
PF16511	CL0072	Ubiquitin	FERM_f0	N-terminal or F0 domain of Talin-head FERM
PF16512	CL0584	FF	RhoGAP-FF1	p190-A and -B Rho GAPs FF domain
PF16514	CL0397	TusA-like	NADH-UOR_E	putative NADH-ubiquinone oxidoreductase chain E
PF16515	CL0705	VBS-like	HIP1_clath_bdg	Clathrin-binding domain of Huntingtin-interacting protein 1
PF16516	NULL	NULL	CC2-LZ	Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator
PF16517	NULL	NULL	Nore1-SARAH	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
PF16518	CL0193	MBB	GrlR	T3SS negative regulator,GrlR
PF16519	NULL	NULL	TRPM_tetra	Tetramerisation domain of TRPM
PF16520	NULL	NULL	BDV_M	ssRNA-binding matrix protein of Bornaviridae
PF16521	NULL	NULL	Myosin-VI_CBD	Myosin VI cargo binding domain
PF16522	NULL	NULL	FliS_cochap	Flagellar FLiS export co-chaperone, HP1076
PF16523	NULL	NULL	betaPIX_CC	betaPIX coiled coil
PF16524	NULL	NULL	RisS_PPD	Periplasmic domain of Sensor histidine kinase RisS
PF16525	NULL	NULL	MHB	Haemophore, haem-binding
PF16526	CL0452	Tropomyosin-lke	CLZ	C-terminal leucine zipper domain of cyclic nucleotide-gated channels 
PF16527	CL0183	PAS_Fold	CpxA_peri	Two-component sensor protein CpxA, periplasmic domain
PF16528	CL0295	Vps51	Exo84_C	Exocyst component 84 C-terminal
PF16529	CL0186	Beta_propeller	Ge1_WD40	WD40 region of Ge1, enhancer of mRNA-decapping protein
PF16530	CL0055	Nucleoplasmin	IHHNV_capsid	Infectious hypodermal and haematopoietic necrosis virus, capsid
PF16531	NULL	NULL	SAS-6_N	Centriolar protein SAS N-terminal
PF16532	CL0100	C1q_TNF	Phage_tail_NK	Sf6-type phage tail needle knob or tip of some Caudovirales
PF16533	NULL	NULL	SOAR	STIM1 Orai1-activating region
PF16534	CL0072	Ubiquitin	ULD	Ubiquitin-like oligomerisation domain of SATB
PF16535	NULL	NULL	T3SSipB	Type III cell invasion protein SipB
PF16536	NULL	NULL	PNKP-ligase_C	PNKP adenylyltransferase domain, C-terminal region
PF16537	CL0655	PilP	T2SSB	Type II secretion system protein B 
PF16538	NULL	NULL	FlgT_C	Flagellar assembly protein T, C-terminal domain
PF16539	CL0342	TolB_N	FlgT_M	Flagellar assembly protein T, middle domain
PF16540	NULL	NULL	MKLP1_Arf_bdg	Arf6-interacting domain of mitotic kinesin-like protein 1
PF16541	NULL	NULL	AltA1	Alternaria alternata allergen 1
PF16542	CL0078	DNA_ligase	PNKP_ligase	PNKP adenylyltransferase domain, ligase domain
PF16543	NULL	NULL	DFRP_C	DRG Family Regulatory Proteins, Tma46
PF16544	NULL	NULL	STAR_dimer	Homodimerisation region of STAR domain protein
PF16545	NULL	NULL	CCM2_C	Cerebral cavernous malformation protein, harmonin-homology 
PF16546	NULL	NULL	SGTA_dimer	Homodimerisation domain of SGTA
PF16547	NULL	NULL	BLM10_N	Proteasome-substrate-size regulator, N-terminal
PF16548	NULL	NULL	FlgT_N	Flagellar assembly protein T, N-terminal domain
PF16549	NULL	NULL	T2SSS_2	Type II secretion system (T2SS) pilotin, S protein
PF16550	NULL	NULL	RPN13_C	UCH-binding domain
PF16551	NULL	NULL	Quaking_NLS	Putative nuclear localisation signal of quaking
PF16552	CL0036	TIM_barrel	OAM_alpha	D-ornithine 4,5-aminomutase alpha-subunit
PF16553	CL0123	HTH	PUFD	BCORL-PCGF1-binding domain
PF16554	NULL	NULL	OAM_dimer	Dimerisation domain of d-ornithine 4,5-aminomutase
PF16555	CL0287	Transthyretin	GramPos_pilinD1	Gram-positive pilin subunit D1, N-terminal domain
PF16556	CL0159	E-set	IL17R_fnIII_D1	Interleukin-17 receptor, fibronectin-III-like domain 1
PF16557	CL0123	HTH	CUTL	CUT1-like DNA-binding domain of SATB
PF16558	NULL	NULL	AZUL	Amino-terminal Zinc-binding domain of ubiquitin ligase E3A
PF16559	NULL	NULL	GIT_CC	GIT coiled-coil Rho guanine nucleotide exchange factor
PF16560	NULL	NULL	SAPI	Putative mobile pathogenicity island
PF16561	CL0369	GHD	AMPK1_CBM	Glycogen recognition site of AMP-activated protein kinase
PF16562	CL0159	E-set	HECW_N	N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2
PF16563	NULL	NULL	P66_CC	Coiled-coil and interaction region of P66A and P66B with MBD2
PF16564	CL0081	MBD-like	MBDa	p55-binding region of Methyl-CpG-binding domain proteins MBD
PF16565	CL0479	PLD	MIT_C	Phospholipase D-like domain at C-terminus of MIT
PF16566	NULL	NULL	CREPT	Cell-cycle alteration and expression-elevated protein in tumour
PF16567	NULL	NULL	CagD	Pathogenicity island component CagD
PF16568	NULL	NULL	Sam68-YY	Tyrosine-rich domain of Sam68
PF16569	CL0204	Adhesin	GramPos_pilinBB	Gram-positive pilin backbone subunit 2, Cna-B-like domain
PF16570	CL0287	Transthyretin	GramPos_pilinD3	Gram-positive pilin backbone subunit 3, Cna-B-like domain
PF16571	NULL	NULL	FBP_C	FBP C-terminal treble-clef zinc-finger
PF16572	CL0105	Hybrid	HlyD_D4	Long alpha hairpin domain of cation efflux system protein, CusB
PF16573	NULL	NULL	CLP1_N	N-terminal beta-sandwich domain of polyadenylation factor
PF16574	NULL	NULL	CEP209_CC5	Coiled-coil region of centrosome protein CE290
PF16575	CL0023	P-loop_NTPase	CLP1_P	mRNA cleavage and polyadenylation factor CLP1 P-loop
PF16576	CL0105	Hybrid	HlyD_D23	Barrel-sandwich domain of CusB or HlyD membrane-fusion
PF16577	CL0214	UBA	UBA_5	UBA domain
PF16578	CL0159	E-set	IL17R_fnIII_D2	Interleukin 17 receptor D
PF16579	CL0573	KA1-like	AdenylateSensor	Adenylate sensor of SNF1-like protein kinase
PF16580	NULL	NULL	Astro_capsid_p2	C-terminal tail of astrovirus capsid projection or spike
PF16581	CL0039	HUP	HIGH_NTase1_ass	Cytidyltransferase-related C-terminal region
PF16582	CL0085	FAD_DHS	TPP_enzyme_M_2	Middle domain of thiamine pyrophosphate
PF16583	CL0159	E-set	ZirS_C	Zinc-regulated secreted antivirulence protein C-terminal domain
PF16584	CL0048	LolA_LolB	LolA_2	Outer membrane lipoprotein carrier protein LolA
PF16585	CL0116	Calycin	Lipocalin_8	Lipocalin-like domain
PF16586	CL0159	E-set	DUF5060	Domain of unknown function (DUF5060)
PF16587	CL0500	Glycine-zipper	DUF5061	17 kDa common-antigen outer membrane protein
PF16588	CL0361	C2H2-zf	zf-C2H2_10	C2H2 zinc-finger
PF16589	CL0459	BRCT-like	BRCT_2	BRCT domain, a BRCA1 C-terminus domain
PF16590	NULL	NULL	ESP	Exocrine gland-secreting peptide
PF16591	CL0457	4HB_MCP	HBM	Helical bimodular sensor domain
PF16592	CL0693	Cas9_lobe	Cas9_REC	REC lobe of CRISPR-associated endonuclease Cas9
PF16593	NULL	NULL	Cas9-BH	Bridge helix of CRISPR-associated endonuclease Cas9
PF16594	NULL	NULL	ATP-synt_Z	Putative AtpZ or ATP-synthase-associated
PF16595	NULL	NULL	Cas9_PI	PAM-interacting domain of CRISPR-associated endonuclease Cas9
PF16596	NULL	NULL	MFMR_assoc	Disordered region downstream of MFMR
PF16597	NULL	NULL	Thyroglob_assoc	Thyroglobulin_1 repeat associated disordered domain
PF16598	NULL	NULL	Edc3_linker	Linker region of enhancer of mRNA-decapping protein 3
PF16599	NULL	NULL	PTN13_u3	Unstructured linker region on PTN13 protein between PDZ
PF16600	NULL	NULL	Caskin1-CID	Caskin1 CASK-interaction domain
PF16601	NULL	NULL	NPF	Rabosyn-5 repeating NPF sequence-motif
PF16602	NULL	NULL	USP19_linker	Linker region of USP19 deubiquitinase
PF16605	NULL	NULL	LSM_int_assoc	LSM-interacting associated unstructured 
PF16606	NULL	NULL	zf-C2H2_assoc	Unstructured conserved, between two C2H2-type zinc-fingers
PF16607	NULL	NULL	CYLD_phos_site	Phosphorylation region of CYLD, unstructured
PF16608	NULL	NULL	TNRC6-PABC_bdg	TNRC6-PABC binding domain
PF16609	NULL	NULL	SH3-RhoG_link	SH3-RhoGEF linking unstructured region
PF16610	NULL	NULL	dbPDZ_assoc	Unstructured region between two PDZ domains on Dlg5
PF16611	NULL	NULL	RGS12_us2	Unstructured region between RBD and GoLoco
PF16612	NULL	NULL	RGS12_usC	C-terminal unstructured region of RGS12
PF16613	NULL	NULL	RGS12_us1	Unstructured region of RGS12
PF16614	NULL	NULL	RhoGEF67_u2	Unstructured region two on RhoGEF 6 and 7
PF16615	NULL	NULL	RhoGEF67_u1	Unstructured region one on RhoGEF 6 and 7
PF16616	NULL	NULL	PHC2_SAM_assoc	Unstructured region on Polyhomeotic-like protein 1 and 2
PF16617	NULL	NULL	INTAP	Intersectin and clathrin adaptor AP2 binding region
PF16618	NULL	NULL	SH3-WW_linker	Linker region between SH3 and WW domains on ARHGAP12
PF16619	NULL	NULL	SUIM_assoc	Unstructured region C-term to UIM in Ataxin3
PF16620	NULL	NULL	23ISL	Unstructured linker between I-set domains 2 and 3 on MYLCK
PF16621	NULL	NULL	NECFESHC	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1
PF16622	CL0361	C2H2-zf	zf-C2H2_11	zinc-finger C2H2-type
PF16623	NULL	NULL	WW_FCH_linker	Unstructured linker region between on GAS7 protein
PF16624	NULL	NULL	zf-C2H2_assoc2	Unstructured region upstream of a zinc-finger
PF16625	NULL	NULL	ISET-FN3_linker	Unstructured linking region I-set and fnIII on Brother of CDO
PF16626	NULL	NULL	Papilin_u7	Linking region between Kunitz_BPTI and I-set on papilin
PF16627	NULL	NULL	BRX_assoc	Unstructured region between BRX_N and BRX domain
PF16628	NULL	NULL	Mac_assoc	Unstructured region on maltose acetyltransferase
PF16629	NULL	NULL	Arm_APC_u3	Armadillo-associated region on APC
PF16630	NULL	NULL	APC_u5	Unstructured region on APC between 1st and 2nd catenin-bdg motifs
PF16631	NULL	NULL	TUTF7_u4	Unstructured region 4 on terminal uridylyltransferase 7
PF16632	NULL	NULL	Caskin-tail	C-terminal region of Caskin
PF16633	NULL	NULL	APC_u9	Unstructured region on APC between 1st two creatine-rich regions
PF16634	NULL	NULL	APC_u13	Unstructured region on APC between APC_crr and SAMP
PF16635	NULL	NULL	APC_u14	Unstructured region on APC between SAMP and APC_crr
PF16636	NULL	NULL	APC_u15	Unstructured region on APC between APC_crr regions 5 and 6
PF16637	NULL	NULL	zf-C2H2_assoc3	Putative zinc-finger between two C2H2 zinc-fingers on Patz
PF16638	NULL	NULL	Tristanin_u2	Unstructured region on methyltransferase between zinc-fingers
PF16639	NULL	NULL	Apocytochr_F_N	Apocytochrome F, N-terminal
PF16640	CL0159	E-set	Big_3_5	Bacterial Ig-like domain (group 3)
PF16641	CL0511	Retroviral_zf	CLIP1_ZNF	CLIP1 zinc knuckle
PF16642	NULL	NULL	KCNQ2_u3	Unstructured region on Potassium channel subunit alpha KvLQT2
PF16643	NULL	NULL	cNMPbd_u2	Unstructured region on cNMP-binding protein
PF16644	NULL	NULL	NEXCaM_BD	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin
PF16645	NULL	NULL	PHtD_u1	Unstructured region on Pneumococcal histidine triad protein
PF16646	NULL	NULL	AXIN1_TNKS_BD	Axin-1 tankyrase binding domain
PF16647	CL0053	4H_Cytokine	GCSF	Granulocyte colony-stimulating factor
PF16648	NULL	NULL	Calpain_u2	Unstructured region on Calpain-3
PF16649	CL0053	4H_Cytokine	IL23	Interleukin 23 subunit alpha
PF16650	NULL	NULL	SPEG_u2	Unstructured region on SPEG complex protein
PF16652	CL0266	PH	PH_13	Pleckstrin homology domain
PF16653	CL0139	GADPH_aa-bio_dh	Sacchrp_dh_C	Saccharopine dehydrogenase C-terminal domain
PF16654	CL0139	GADPH_aa-bio_dh	DAPDH_C	Diaminopimelic acid dehydrogenase C-terminal domain
PF16655	CL0159	E-set	PhoD_N	PhoD-like phosphatase, N-terminal domain
PF16656	CL0159	E-set	Pur_ac_phosph_N	Purple acid Phosphatase, N-terminal domain
PF16657	CL0369	GHD	Malt_amylase_C	Maltogenic Amylase, C-terminal domain
PF16658	CL0437	EF-G_C	RF3_C	Class II release factor RF3, C-terminal domain
PF16660	NULL	NULL	PHD20L1_u1	PHD finger protein 20-like protein 1
PF16661	CL0381	Metallo-HOrase	Lactamase_B_6	Metallo-beta-lactamase superfamily domain
PF16662	NULL	NULL	FLYWCH_u	FLYWCH-type zinc finger-containing protein 1
PF16663	NULL	NULL	MAGI_u1	Unstructured region on MAGI 
PF16664	NULL	NULL	STAC2_u1	Unstructured on SH3 and cysteine-rich domain-containing protein 2
PF16665	NULL	NULL	NCOA_u2	Unstructured region on nuclear receptor coactivator protein
PF16666	NULL	NULL	MAGI_u5	Unstructured region on MAGI
PF16667	NULL	NULL	MPDZ_u10	Unstructured region 10 on multiple PDZ protein
PF16668	NULL	NULL	JLPA	Adhesin from Campylobacter
PF16669	CL0021	OB	TTC5_OB	Tetratricopeptide repeat protein 5 OB fold domain
PF16670	NULL	NULL	PI-PLC-C1	Phosphoinositide phospholipase C, Ca2+-dependent
PF16671	NULL	NULL	ACD	Actin cross-linking domain
PF16672	CL0431	PF	LAMTOR5	Ragulator complex protein LAMTOR5
PF16673	NULL	NULL	TRAF_BIRC3_bd	TNF receptor-associated factor BIRC3 binding domain
PF16674	CL0266	PH	UCH_N	N-terminal of ubiquitin carboxyl-terminal hydrolase 37
PF16675	NULL	NULL	FOXO_KIX_bdg	KIX-binding domain of forkhead box O, CR2
PF16676	NULL	NULL	FOXO-TAD	Transactivation domain of FOXO protein family
PF16677	CL0123	HTH	GP3_package	DNA-packaging protein gp3
PF16678	CL0214	UBA	HOIP-UBA	HOIP UBA domain pair
PF16679	CL0123	HTH	CDT1_C	DNA replication factor Cdt1 C-terminal domain
PF16680	CL0011	Ig	Ig_4	T-cell surface glycoprotein CD3 delta chain 
PF16681	CL0011	Ig	Ig_5	Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
PF16682	NULL	NULL	MSL2-CXC	CXC domain of E3 ubiquitin-protein ligase MSL2
